name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
S. Verdi,29,"Jun 30, 2023",74,74,4200000.0,39000.0,72,73,46,76,74,78,80,85,71,75,83,74,84,70,86,74,50,63,43,72,48,36,74,73,78,74,40,48,48,12,10,7,15,9
N. Cambiaghi,21,"Jun 30, 2023",71,81,4200000.0,22000.0,65,72,62,68,62,75,60,46,54,72,77,79,78,73,78,76,57,75,64,63,72,38,73,61,58,63,27,41,32,7,12,8,14,14
E. Gyasi,28,2025,74,74,4200000.0,18000.0,71,64,52,71,50,75,62,39,54,76,84,81,75,76,76,66,58,84,73,58,57,38,77,69,61,67,44,46,43,8,13,14,12,6
F. Pellistri,20,2025,71,82,4099999.9999999995,45000.0,66,63,50,67,56,75,61,62,58,71,84,79,85,69,85,68,73,68,60,61,42,31,69,64,66,68,35,27,24,9,12,7,8,7
J. Ayew,30,2023,74,74,4099999.9999999995,47000.0,72,71,73,73,71,78,73,67,54,77,74,74,78,75,73,75,71,74,72,70,74,50,74,72,73,69,51,58,47,6,8,7,16,8
K. Schade,20,"Jun 30, 2023",71,82,4099999.9999999995,14000.0,66,68,67,64,60,73,44,35,41,70,93,94,78,65,78,65,89,58,64,54,52,23,68,61,57,60,17,21,19,13,11,8,9,10
M. Bülter,29,2024,74,74,4099999.9999999995,22000.0,71,75,64,70,67,76,69,47,62,73,78,79,75,72,72,80,44,78,76,72,68,38,72,68,70,67,45,53,42,7,7,6,14,13
M. Dabbur,30,2024,74,74,4099999.9999999995,31000.0,50,74,75,72,73,75,74,64,62,76,64,52,76,80,74,73,90,75,74,69,39,19,80,69,63,77,22,37,27,13,12,10,15,11
N. Mbuku,20,2027,71,80,4099999.9999999995,14000.0,66,65,50,74,64,77,66,56,67,74,80,75,87,65,87,71,33,62,53,58,48,29,69,72,64,69,32,36,35,,,,,
D. Beljo,20,2027,71,80,4099999.9999999995,14000.0,34,73,74,64,72,71,59,41,41,73,54,67,52,69,39,77,58,61,81,65,61,25,71,43,68,70,23,31,23,,,,,
Kaio Jorge,20,2026,71,82,4099999.9999999995,41000.0,54,74,68,68,74,77,68,50,54,79,75,77,73,63,68,74,78,65,67,60,48,27,66,54,64,66,22,14,18,,,,,
Aimar Oroz,20,2026,71,82,4099999.9999999995,12000.0,59,75,65,75,59,73,59,59,73,72,74,65,71,68,68,72,61,73,65,70,49,59,70,69,70,65,38,64,54,6,6,13,6,13
Alejandro Garnacho,18,2028,70,86,4000000.0,21000.0,63,67,44,63,55,74,68,61,47,65,86,83,85,71,86,61,38,67,50,58,46,33,68,63,56,67,28,35,24,6,15,14,13,7
D. Doué,17,2025,70,86,4000000.0,3000.0,56,67,38,72,56,80,60,59,58,76,77,79,77,61,75,72,56,53,64,63,37,21,62,64,56,61,32,37,45,9,12,7,5,13
A. Buksa,25,2023,73,75,3900000.0,26000.0,47,73,75,67,68,71,54,46,43,70,66,65,62,76,49,75,82,69,75,69,68,24,77,63,66,72,31,23,21,7,13,10,6,14
A. Sima,21,"Jun 30, 2023",71,78,3800000.0,29000.0,64,69,73,63,73,69,61,51,55,69,86,92,70,68,61,73,78,72,69,70,62,35,70,68,61,70,37,38,40,9,8,8,7,12
A. Zerbin,23,2027,72,78,3700000.0,31000.0,67,69,48,72,61,75,72,53,59,78,73,78,73,64,60,65,59,72,70,70,45,32,69,66,58,68,33,38,31,5,6,8,10,13
Diego Costa,33,2023,75,75,3600000.0,69000.0,65,77,77,63,78,72,65,59,52,75,55,53,55,72,53,78,69,68,87,70,90,42,76,72,72,80,44,39,30,11,13,12,8,11
A. Semenyo,22,2027,70,78,3600000.0,23000.0,63,68,63,65,56,72,49,39,42,69,78,88,75,68,68,77,69,71,78,64,62,14,68,65,51,62,20,19,11,10,11,14,15,7
W. Khazri,31,2023,74,74,3600000.0,22000.0,78,77,58,75,72,75,79,78,67,77,66,69,77,76,77,81,34,69,70,77,74,53,77,76,83,80,31,46,30,6,7,11,11,6
E. Guessand,21,"Jun 30, 2023",70,79,3600000.0,17000.0,48,71,70,62,66,69,56,49,47,70,76,79,66,66,58,71,64,62,76,66,56,15,70,56,61,69,24,21,18,7,10,7,6,5
I. Koné,23,2026,70,78,3600000.0,10000.0,47,72,64,62,63,66,58,41,42,69,77,79,65,61,74,73,77,70,89,63,64,20,69,48,47,68,33,29,23,,,,,
M. Pereira Lage,25,2025,73,74,3600000.0,20000.0,73,68,67,76,71,73,72,65,71,73,74,73,77,69,72,76,85,79,64,75,44,64,71,73,66,68,61,59,55,9,15,5,11,6
A. Elis,26,"Jun 30, 2023",73,74,3600000.0,9000.0,62,73,70,65,66,73,64,57,58,72,88,89,82,72,66,71,84,80,75,65,72,33,74,71,65,71,27,21,25,9,7,6,10,9
F. Niederlechner,31,2025,74,74,3600000.0,28000.0,54,74,69,72,78,73,62,44,56,74,68,72,66,77,66,83,65,78,79,69,80,35,75,68,69,75,27,35,28,,,,,
J. Ngankam,21,2025,70,80,3600000.0,13000.0,69,71,62,65,53,75,48,43,50,70,76,77,69,67,72,75,69,67,78,68,67,12,69,60,69,71,17,36,19,12,8,6,13,11
J. Siebatcheu,26,2024,73,74,3600000.0,26000.0,52,76,76,70,70,70,61,43,51,74,67,64,64,73,63,74,80,72,86,61,50,28,75,62,67,71,27,18,24,14,10,12,14,6
K. Behrens,31,2024,74,74,3600000.0,28000.0,44,77,85,58,61,64,53,37,44,68,67,69,64,75,67,77,91,79,86,61,85,24,77,54,67,67,27,20,19,12,7,6,11,7
A. Hahn,31,2023,74,74,3600000.0,26000.0,79,74,75,67,73,71,54,52,63,73,69,69,59,77,61,81,84,87,80,75,85,52,75,72,49,64,49,56,59,14,14,13,15,11
Y. Kallon,21,"Jun 30, 2023",70,79,3600000.0,3000.0,66,66,58,66,60,75,68,47,49,73,82,87,78,64,80,70,57,75,57,66,51,12,67,58,70,59,18,20,19,7,7,6,10,15
L. Banda,21,2026,70,80,3600000.0,8000.0,62,65,48,58,73,80,65,49,56,70,88,89,77,63,86,62,43,60,36,59,41,25,64,55,66,62,22,35,28,8,14,6,14,10
F. Caputo,34,"Jun 30, 2023",76,76,3600000.0,22000.0,50,81,73,70,80,75,58,54,58,76,76,76,84,78,79,75,82,67,67,70,50,14,81,65,78,72,40,20,15,14,7,10,11,11
Pablo Torre,19,2026,69,85,3600000.0,27000.0,67,58,41,75,46,65,73,79,70,72,75,69,74,64,80,56,55,72,48,67,44,36,62,75,62,66,39,48,46,15,10,15,10,9
A. Ndiaye,25,2025,73,74,3600000.0,20000.0,64,70,65,70,72,77,69,65,61,72,93,89,82,65,72,75,78,59,63,60,73,41,69,66,56,74,41,58,42,6,7,14,8,9
R. Nteka,24,"Jun 30, 2023",72,77,3600000.0,14000.0,56,70,71,69,64,71,57,51,65,73,75,72,77,68,78,74,80,78,87,69,77,63,72,67,73,66,41,55,54,5,6,14,11,15
Andrés Martín,22,2024,70,79,3600000.0,10000.0,64,70,63,71,68,69,55,49,66,70,79,79,76,68,81,69,63,69,68,68,52,23,70,58,59,62,21,25,22,13,10,8,12,8
Negredo,36,2023,77,77,3600000.0,25000.0,43,79,82,73,79,69,63,69,64,72,54,53,65,75,64,84,80,55,85,79,77,28,78,67,77,70,33,31,30,11,6,11,7,13
Roger,31,"Jun 30, 2023",74,74,3600000.0,19000.0,59,72,69,68,78,73,54,56,59,72,73,75,72,76,74,77,72,74,72,74,69,35,79,61,80,80,42,36,38,15,13,15,14,8
S. Mara,19,2026,70,81,3500000.0,18000.0,40,71,74,65,67,69,48,41,46,68,77,76,67,64,58,68,82,65,73,62,49,22,69,54,64,68,18,23,19,12,6,12,12,10
E. Ferguson,17,2028,69,85,3500000.0,6000.0,40,74,66,62,47,63,45,52,45,69,72,77,66,64,69,71,70,64,73,59,61,13,73,60,67,66,20,13,14,,,,,
D. Ouattara,20,2028,70,81,3500000.0,18000.0,66,68,70,57,49,78,66,55,56,74,85,82,76,64,75,64,84,62,58,66,46,22,67,65,66,68,18,29,20,9,6,13,14,10
F. Afena-Gyan,19,2026,70,80,3500000.0,5000.0,56,71,67,61,61,70,62,61,56,67,88,90,75,64,72,69,68,62,67,70,50,37,68,49,71,64,34,38,34,11,5,6,5,7
Robert Navarro,20,2025,70,80,3500000.0,13000.0,55,70,49,65,59,74,42,61,60,72,78,72,78,71,74,58,61,68,64,58,57,40,68,71,71,68,24,34,38,11,9,12,15,14
E. Touré,20,2028,70,80,3500000.0,12000.0,54,74,66,66,58,69,54,46,42,70,69,74,67,64,65,73,63,63,71,63,49,17,70,61,71,66,19,14,19,,,,,
A. Ayew,32,2023,74,74,3400000.0,52000.0,74,74,75,74,69,75,75,57,68,76,67,68,75,77,80,77,89,76,67,75,78,52,76,74,73,74,46,61,57,10,6,12,7,15
J. Le Douaron,24,2023,72,76,3400000.0,16000.0,68,72,71,69,51,73,58,48,56,73,69,68,63,70,57,75,66,71,76,68,69,51,73,68,56,65,44,48,41,,,,,
I. Niane,23,"Jun 30, 2023",72,76,3400000.0,7000.0,56,73,74,58,55,73,58,59,44,70,85,79,78,67,56,77,76,69,72,70,36,13,74,54,71,67,13,14,16,10,7,8,6,15
M. Abline,19,"Jun 30, 2023",69,83,3300000.0,13000.0,41,72,58,64,67,72,60,40,53,72,79,76,76,63,76,71,60,57,62,63,33,14,70,57,72,66,20,22,18,,,,,
W. Saïd,27,2026,73,73,3300000.0,27000.0,64,75,64,71,71,76,59,52,65,73,75,73,84,75,84,74,61,66,60,72,44,23,76,69,60,73,28,25,23,11,9,12,12,14
R. Del Castillo,26,2024,73,73,3300000.0,21000.0,70,65,63,71,69,77,77,66,67,76,77,72,85,69,81,73,75,65,62,66,66,31,70,75,68,71,31,42,43,7,10,9,13,12
R. Healey,27,2023,73,73,3300000.0,17000.0,58,79,74,72,72,69,67,65,49,73,79,73,79,65,74,75,74,74,63,69,33,15,74,52,72,72,31,27,24,6,9,15,13,9
M. Frey,27,"Jun 30, 2023",73,73,3300000.0,19000.0,55,76,75,65,65,63,62,35,62,70,56,63,47,72,39,79,55,86,91,72,87,34,81,67,70,78,36,41,40,10,14,7,16,14
K. Yeboah,22,"Jun 30, 2023",70,77,3300000.0,3000.0,53,70,59,59,57,71,56,40,48,68,91,89,81,74,71,70,91,74,70,58,55,20,71,66,68,65,19,21,17,7,11,12,6,6
G. Kyriakopoulos,26,"Jun 30, 2023",73,74,3300000.0,23000.0,71,40,53,73,40,73,56,68,63,73,69,69,66,70,56,68,71,68,68,57,71,72,50,45,35,64,73,72,73,,,,,
Lazo,26,2027,73,73,3300000.0,15000.0,74,72,32,73,53,77,73,73,66,76,78,76,83,69,70,75,58,61,58,74,42,23,68,66,66,66,45,33,31,11,7,9,11,6
T. Kadewere,26,"Jun 30, 2023",73,73,3300000.0,42000.0,64,76,69,72,69,76,67,57,60,75,74,75,78,71,66,78,78,64,71,68,59,30,76,68,73,75,34,39,35,12,9,14,8,15
M. El Idrissy,23,2023,70,77,3200000.0,10000.0,65,71,66,67,69,70,53,48,59,69,74,76,69,62,64,72,69,69,68,68,39,26,71,61,64,66,30,21,17,9,9,7,5,12
L. Romero,17,2023,69,84,3200000.0,4000.0,67,58,48,67,55,73,53,56,64,72,81,75,87,66,88,72,55,69,41,59,70,64,63,66,60,60,49,52,50,14,11,9,12,11
R. Piccoli,21,"Jun 30, 2024",69,79,3200000.0,16000.0,42,71,72,59,59,61,41,45,40,67,65,77,56,75,59,68,62,61,69,66,62,25,73,53,57,64,23,38,34,14,13,13,10,11
M. Léris,24,2024,72,75,3200000.0,12000.0,63,68,64,74,61,77,62,44,67,75,65,72,62,69,59,64,64,78,74,65,55,62,71,72,62,69,60,60,62,,,,,
E. Botheim,22,2026,69,78,3200000.0,12000.0,39,69,70,64,61,63,37,38,43,68,69,72,71,67,72,68,70,73,75,61,62,31,72,56,60,64,28,13,17,,,,,
D. Valencia,22,2026,69,77,3200000.0,12000.0,59,70,66,66,51,70,41,33,57,71,71,74,70,66,69,70,74,74,74,56,56,18,72,59,56,61,31,16,15,,,,,
F. Tsadjout,22,2024,69,77,3200000.0,6000.0,51,67,68,59,57,68,59,44,38,66,73,79,66,65,52,74,75,68,83,69,70,18,71,46,60,61,21,35,36,,,,,
Merquelanz,27,2025,73,73,3200000.0,26000.0,77,76,41,76,66,73,76,80,68,74,71,69,70,68,75,81,50,63,66,76,65,48,71,75,73,69,25,60,55,12,14,14,7,7
Latasa,21,"Jun 30, 2023",69,79,3200000.0,42000.0,31,70,72,63,65,65,31,44,45,62,67,65,53,69,45,67,77,69,76,69,31,12,75,49,61,55,17,15,19,,,,,
S. Greenwood,20,2026,69,80,3100000.0,13000.0,55,66,56,72,60,68,74,75,70,71,72,71,67,67,63,73,62,72,66,65,73,46,64,67,65,69,48,59,55,10,13,11,11,7
Chiquinho,22,2026,69,77,3100000.0,30000.0,70,66,52,60,50,75,66,47,56,70,83,87,74,64,68,71,50,66,64,46,35,31,63,61,65,64,36,30,32,14,12,7,15,12
I. Ganago,23,2026,72,74,3100000.0,17000.0,62,72,65,67,60,74,59,56,54,74,80,83,77,67,78,79,67,67,75,69,49,45,71,56,66,70,39,17,14,9,10,8,8,13
F. Bonazzoli,25,2026,72,75,3100000.0,20000.0,49,75,70,63,75,74,60,53,55,72,71,69,70,70,54,76,60,55,69,68,43,26,74,48,70,66,21,22,29,8,13,10,8,7
Mariano,28,2023,73,73,3100000.0,100000.0,50,72,78,66,69,70,74,73,51,69,72,73,78,71,69,80,91,74,75,76,80,45,74,63,72,68,41,40,34,12,14,6,8,15
Iker Losada,20,2025,69,79,3100000.0,9000.0,33,73,67,69,65,74,34,61,58,75,66,63,57,64,74,72,69,32,58,72,44,46,62,55,70,59,43,15,16,,,,,
S. Surridge,23,2024,71,77,3000000.0,33000.0,51,74,70,62,64,69,63,41,45,70,68,69,69,67,62,71,66,69,78,66,58,21,74,58,64,70,22,26,23,10,8,7,13,15
A. Armstrong,25,2025,72,74,3000000.0,36000.0,62,72,66,70,65,71,67,60,58,70,85,76,79,76,79,78,85,65,61,73,79,41,75,67,70,65,36,23,25,10,13,13,12,7
K. Moore,29,2025,73,73,3000000.0,40000.0,58,73,84,58,68,68,62,45,55,71,55,76,52,70,50,76,75,66,89,58,73,42,73,54,67,68,39,44,39,10,10,13,8,9
R. Ripart,29,2025,73,73,3000000.0,17000.0,68,73,68,70,73,72,65,56,66,73,66,69,67,74,66,80,72,90,85,73,73,63,75,68,72,69,64,64,58,10,11,10,13,11
H. Abdelli,22,2026,71,77,3000000.0,13000.0,58,66,63,73,59,76,45,47,70,76,72,68,60,70,42,70,69,68,75,59,68,61,68,74,61,73,54,64,49,9,8,14,13,12
M. Tel,17,2027,68,86,3000000.0,4000.0,56,67,55,64,62,74,65,52,55,73,79,76,74,58,74,79,61,50,67,69,44,17,67,61,56,66,21,26,31,12,9,15,7,11
Gonzalez,19,2023,69,78,3000000.0,13000.0,64,68,57,72,65,72,68,44,61,72,78,69,83,58,78,74,54,55,52,64,54,52,63,62,69,61,44,55,56,6,14,11,7,8
Marcos André,25,2026,72,74,3000000.0,23000.0,51,72,74,69,69,70,50,58,57,72,75,72,69,58,69,77,78,64,77,75,62,33,77,60,61,65,33,36,31,6,14,11,8,12
A. Lozano,29,2023,73,73,3000000.0,26000.0,63,72,73,68,64,73,57,56,58,69,76,83,70,71,60,75,78,62,83,74,67,18,75,75,68,71,33,40,35,6,6,11,13,8
Rubén Sobrino,30,2024,73,73,3000000.0,25000.0,59,73,75,70,72,77,69,57,50,75,74,79,72,68,61,75,66,54,67,73,68,32,71,62,66,65,40,31,21,13,8,11,7,15
D. Fofana,19,2029,68,83,2900000.0,21000.0,52,67,60,58,56,69,58,44,44,69,89,90,84,60,89,65,82,67,78,58,55,15,67,48,56,63,20,18,14,14,6,10,14,10
E. Anderson,19,2026,68,82,2900000.0,16000.0,59,65,68,72,57,73,65,49,66,72,79,70,79,65,85,68,82,68,71,59,73,61,66,69,60,73,59,66,53,6,12,5,10,7
N. Kebano,30,2023,73,73,2900000.0,41000.0,69,69,52,69,70,77,72,77,65,74,81,74,79,73,79,67,63,69,54,66,49,38,68,73,68,70,43,37,23,15,12,16,15,15
I. Ugbo,23,2026,71,76,2900000.0,12000.0,57,76,69,66,71,69,43,38,41,68,72,79,69,74,62,68,74,63,74,55,61,26,73,63,73,68,21,30,19,,,,,
M. van Bergen,22,2025,71,76,2900000.0,13000.0,69,63,34,67,69,74,70,54,53,71,87,86,84,67,77,65,51,68,49,68,54,23,67,67,60,65,35,21,23,7,14,13,11,11
K. Paredes,19,2026,68,82,2900000.0,10000.0,67,58,36,67,35,73,49,35,57,70,82,77,83,61,91,60,43,61,29,47,56,48,60,63,45,52,54,60,59,,,,,
A. Tibidi,18,2027,68,80,2800000.0,3000.0,63,66,61,64,56,70,68,44,62,68,77,78,72,61,65,68,75,63,70,65,53,29,64,62,45,60,26,31,26,,,,,
M. Maolida,23,"Jun 30, 2023",71,76,2800000.0,16000.0,56,67,61,69,62,77,66,41,57,75,79,75,79,69,75,69,65,63,64,65,39,24,71,65,61,68,21,17,21,9,10,7,13,8
T. Coulibaly,21,2023,69,76,2800000.0,9000.0,66,68,38,65,59,78,68,41,47,74,81,77,85,50,84,61,53,63,60,36,63,38,66,66,62,56,48,42,37,8,12,5,6,14
A. Barkok,24,2025,71,76,2800000.0,15000.0,63,67,60,70,57,81,65,60,64,77,72,79,75,66,69,77,54,65,68,70,60,53,66,67,56,62,47,59,61,7,12,13,8,13
Chris Ramos,25,2028,72,73,2800000.0,21000.0,57,73,82,62,64,78,58,53,52,68,79,85,70,65,46,69,79,66,80,67,35,26,68,66,65,56,39,24,25,11,10,9,8,7
E. Simms,21,2024,68,78,2700000.0,12000.0,45,72,64,58,60,66,55,51,44,65,68,74,64,62,66,68,67,70,79,58,60,21,70,52,64,65,19,24,19,,,,,
A. Sarr,21,2027,68,79,2700000.0,17000.0,55,71,60,64,52,72,61,41,48,67,89,92,74,63,53,68,47,69,73,62,49,22,63,63,62,60,17,24,19,8,9,7,5,15
S. Hamulić,21,2027,68,77,2700000.0,7000.0,56,68,66,64,55,67,55,42,55,64,84,77,76,65,71,66,62,68,72,67,51,18,70,63,62,67,21,29,26,6,10,11,8,5
M. Cham,21,2025,68,76,2700000.0,6000.0,42,63,26,67,62,71,66,58,63,69,82,74,81,61,61,59,51,48,53,68,31,27,66,67,64,65,33,21,18,,,,,
A. Modeste,34,2023,75,75,2700000.0,40000.0,62,77,84,66,74,64,66,56,55,67,64,69,66,77,62,77,86,67,84,67,75,18,79,63,77,77,39,31,19,10,11,11,6,8
L. Henderson,26,2025,72,73,2700000.0,9000.0,60,60,47,75,54,68,67,63,74,75,67,78,76,74,75,72,61,80,75,71,76,61,68,68,46,73,70,68,66,13,14,12,10,16
Sergio León,33,2024,74,74,2700000.0,22000.0,61,75,73,71,75,75,75,64,57,73,76,74,77,71,72,76,77,69,71,73,66,35,75,70,74,78,41,33,21,6,8,11,13,10
Mata,33,2024,74,74,2700000.0,25000.0,63,72,75,67,73,74,55,52,51,75,61,66,62,82,35,80,70,64,74,70,80,19,79,66,76,76,29,28,29,12,8,10,6,12
M. Djitté,22,"Jun 30, 2023",70,76,2600000.0,5000.0,56,70,64,66,61,73,46,29,42,71,79,82,87,65,76,68,83,79,75,62,48,29,71,60,65,61,33,14,16,8,8,6,15,13
E. Millot,19,2025,68,79,2600000.0,6000.0,65,60,44,68,54,74,68,59,65,74,73,71,82,64,83,62,36,55,34,59,57,57,64,67,58,66,49,55,47,,,,,
C. Volpato,18,2026,67,84,2600000.0,6000.0,62,60,49,65,54,74,65,56,60,70,66,68,56,65,55,76,52,68,58,65,47,28,67,71,57,64,45,36,42,11,8,8,13,8
M. Destro,31,2023,73,73,2600000.0,11000.0,56,74,81,70,69,70,68,51,46,70,68,69,70,67,70,75,87,34,66,68,60,20,80,58,69,65,28,22,20,6,14,15,9,11
G. Defrel,31,2024,73,73,2600000.0,27000.0,62,73,61,66,74,77,66,67,60,75,82,78,78,70,72,75,42,45,55,73,53,37,73,72,68,75,45,15,18,14,15,11,12,7
Ilias,18,2023,67,83,2600000.0,15000.0,66,68,38,68,43,72,55,58,52,69,74,69,76,59,67,61,48,49,47,65,46,15,59,61,51,58,15,24,28,,,,,
Falcao,36,2023,76,76,2600000.0,17000.0,55,78,83,76,77,72,78,70,60,77,55,48,71,78,78,75,87,55,69,73,73,41,81,63,81,79,32,42,19,10,13,6,9,5
M. Niang,27,2024,72,72,2500000.0,15000.0,64,70,66,66,71,71,70,64,57,72,69,76,70,67,64,84,74,49,82,71,52,30,70,67,73,71,30,24,20,4,6,4,4,4
V. Germain,32,2023,73,73,2500000.0,21000.0,69,73,75,74,73,70,69,69,64,75,63,66,76,74,69,74,84,72,61,71,61,44,77,71,75,69,45,24,18,14,7,11,9,14
S. Mounié,27,2024,72,72,2500000.0,18000.0,59,73,84,67,67,68,52,54,59,73,52,59,57,67,51,76,92,67,84,68,77,42,74,64,66,70,39,41,39,14,15,6,12,15
A. Zeneli,27,2025,72,72,2500000.0,17000.0,76,68,50,73,63,76,79,68,59,75,71,70,75,71,72,74,30,60,54,71,62,39,64,73,71,70,33,33,24,10,8,10,7,14
M. Soumano,16,2027,68,79,2500000.0,2000.0,44,71,64,58,59,60,44,42,40,62,76,78,61,66,64,74,69,64,72,66,45,19,70,56,65,69,25,26,19,,,,,
S. Khaoui,27,2023,72,72,2500000.0,14000.0,70,68,45,73,59,73,73,71,70,75,66,55,74,70,66,74,61,69,62,72,43,35,70,73,49,69,54,50,46,12,14,11,14,9
D. Selke,27,2024,72,72,2500000.0,21000.0,40,72,77,63,74,69,65,40,44,67,69,69,66,72,61,75,71,66,77,65,84,29,73,57,71,64,33,39,20,,,,,
J. Perea,22,2026,68,75,2500000.0,9000.0,54,70,65,62,66,68,59,37,47,65,84,80,75,66,74,68,70,64,67,62,61,27,67,56,70,61,29,16,11,7,7,5,8,6
P. Förster,27,2024,72,72,2500000.0,18000.0,66,66,54,73,49,71,60,67,71,73,55,68,64,76,64,77,63,84,78,71,73,58,74,75,54,68,65,60,63,,,,,
P. Pellegri,21,2025,68,75,2500000.0,13000.0,48,71,68,59,56,70,56,54,48,72,60,66,58,64,47,72,65,53,74,61,43,18,70,55,59,67,19,12,15,7,14,6,8,14
A. Hrustić,25,2026,71,74,2500000.0,16000.0,70,65,51,75,65,71,78,75,73,74,73,69,75,68,73,74,65,74,63,77,69,59,68,72,65,68,57,59,50,9,7,8,7,6
M. Pjaca,27,"Jun 30, 2023",72,72,2500000.0,61000.0,72,63,68,76,65,74,68,66,67,75,75,79,75,73,58,76,65,53,70,72,42,30,67,69,69,62,36,36,34,11,5,10,9,12
K. Sierhuis,24,2024,70,75,2400000.0,12000.0,46,70,69,64,67,69,60,63,48,71,54,66,50,70,71,72,65,73,84,66,62,20,70,58,69,70,36,19,15,13,8,12,8,10
N. Schmidt,24,2025,70,75,2400000.0,12000.0,73,64,48,73,56,72,70,71,72,75,57,65,60,68,71,82,54,60,74,77,53,46,65,70,59,65,56,52,57,6,11,14,7,10
W. Kanga,24,2026,70,75,2400000.0,15000.0,65,74,66,61,55,71,53,37,57,74,69,75,69,63,61,72,62,77,87,56,60,28,67,58,58,63,19,15,18,,,,,
G. Kastanos,24,2026,70,75,2400000.0,13000.0,55,60,36,71,60,75,65,70,68,75,66,69,68,62,77,72,34,55,68,67,52,28,67,70,48,66,26,27,30,8,6,7,8,7
Alarcón,18,2025,67,82,2400000.0,15000.0,67,72,65,62,64,68,58,52,44,73,68,69,54,69,70,67,68,60,58,60,38,14,68,55,61,63,12,16,18,,,,,
B. Bouanani,17,2027,67,79,2300000.0,2000.0,66,61,45,70,58,71,65,55,62,69,74,73,72,47,77,65,51,61,51,59,38,26,60,66,59,57,28,34,30,10,7,9,14,15
S. Diarra,23,2025,70,74,2300000.0,9000.0,65,65,31,70,46,74,57,56,62,70,86,85,83,57,84,56,58,69,37,49,61,44,65,61,60,66,24,57,55,12,13,14,13,13
W. Odobert,17,2027,67,81,2300000.0,850,59,67,44,64,51,74,48,46,48,72,79,71,62,67,62,67,47,46,42,45,32,23,68,58,63,52,28,26,27,5,10,12,11,7
Dani Gómez,23,"Jun 30, 2023",70,74,2300000.0,7000.0,53,69,62,69,62,69,56,47,57,69,76,75,70,68,64,77,64,69,70,68,38,31,74,64,66,72,35,32,32,7,10,13,8,14
M. Coco,26,2023,71,72,2200000.0,16000.0,72,64,59,74,68,68,59,46,64,69,79,81,81,69,68,72,62,50,65,66,49,54,71,66,59,67,41,62,49,12,6,15,7,7
V. Birmančević,24,2026,70,73,2200000.0,10000.0,58,66,41,70,58,76,65,67,62,68,83,78,88,66,76,65,52,78,58,65,41,35,67,69,61,63,39,35,38,14,11,11,14,7
N. Weißhaupt,20,2026,67,77,2200000.0,7000.0,65,59,39,67,52,70,60,59,57,68,76,69,77,59,70,60,47,55,41,54,45,30,65,63,53,49,27,35,35,10,15,9,8,5
Gil Dias,25,2025,71,72,2200000.0,15000.0,70,63,57,69,60,75,70,63,61,74,77,75,74,69,73,73,53,69,64,70,63,67,65,68,49,69,62,64,62,,,,,
R. Oudin,25,"Jun 30, 2023",71,72,2200000.0,6000.0,72,66,66,70,69,72,78,69,65,73,67,75,75,73,67,73,81,77,69,69,42,26,73,69,68,74,37,27,23,8,13,11,13,6
E. Ceïde,20,2026,67,76,2200000.0,9000.0,61,59,37,59,51,74,58,40,46,73,85,78,82,56,77,56,45,61,49,55,34,27,62,64,38,60,32,35,33,6,7,10,9,13
Jon Morcillo,23,2024,70,73,2200000.0,12000.0,72,71,63,70,62,71,70,69,61,68,79,76,80,58,70,75,70,67,65,73,43,42,63,62,75,69,45,48,51,12,10,14,11,12
M. Milovanović,18,2028,67,76,2200000.0,4000.0,35,71,68,58,53,70,47,50,42,67,55,63,60,67,42,70,65,58,77,68,31,18,66,44,58,48,17,12,16,,,,,
C. Palmer,20,2026,66,80,2100000.0,20000.0,59,69,43,64,53,71,65,57,60,70,74,77,77,58,65,69,60,63,57,64,50,40,62,63,50,66,48,47,48,7,6,10,14,14
P. Yade,22,"Jun 30, 2023",67,74,2100000.0,3000.0,65,66,59,59,63,71,67,50,50,70,84,79,69,55,58,74,55,55,76,68,54,36,63,59,64,61,43,38,42,13,9,14,13,11
T. Lemperle,20,2025,66,79,2100000.0,6000.0,64,68,43,63,55,73,53,45,55,72,70,72,67,48,59,66,34,55,65,51,49,27,65,53,55,49,30,33,30,,,,,
S. Terodde,34,2023,74,74,2100000.0,23000.0,50,78,80,65,77,64,38,44,40,72,52,62,52,78,58,80,74,67,86,68,74,23,78,59,69,74,37,42,19,8,9,15,16,8
D. Burgzorg,23,2025,69,74,2100000.0,12000.0,55,68,60,61,59,83,52,53,46,73,79,82,77,66,68,72,33,67,74,54,61,28,68,48,51,63,27,27,23,14,11,8,10,13
S. Lammers,25,"Jun 30, 2023",70,73,2100000.0,24000.0,58,73,71,68,66,70,65,49,43,70,73,68,72,69,64,71,72,67,69,71,49,36,70,71,75,70,37,21,19,13,12,5,8,15
D. Maldini,20,"Jun 30, 2023",66,79,2100000.0,11000.0,58,62,58,67,53,68,66,59,60,71,68,71,70,66,68,63,54,49,53,57,46,35,62,66,58,63,31,44,40,12,12,14,13,14
