name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
L. Perrin,23,2025,74,79,6000000.0,18000.0,42,28,77,72,18,57,42,30,62,68,49,52,41,71,52,59,70,70,73,30,67,75,23,43,46,63,74,77,76,,,,,
E. Agbadou,25,2027,74,80,6000000.0,18000.0,36,51,78,61,22,58,20,25,58,61,58,75,53,69,41,61,67,69,88,33,84,72,55,51,34,69,72,75,69,9,7,12,9,14
P. Jaeckel,23,2025,74,79,6000000.0,20000.0,35,25,70,63,33,39,31,37,58,61,67,73,62,68,58,47,59,69,76,36,76,77,32,53,44,62,76,78,75,,,,,
K. Vogt,30,2025,76,76,6000000.0,29000.0,63,50,75,80,51,67,50,62,81,73,66,72,54,76,46,76,57,67,83,57,71,80,55,67,53,80,75,77,76,6,13,8,7,14
R. Skov,26,2024,75,76,6000000.0,28000.0,86,72,52,74,73,74,87,86,70,74,77,76,76,75,74,87,49,69,67,82,72,64,71,70,78,71,69,69,67,15,16,15,13,11
G. Scalvini,18,2023,73,84,6000000.0,9000.0,38,23,70,68,39,48,35,22,48,67,55,55,38,72,49,47,71,68,67,31,76,75,28,49,35,69,77,79,76,,,,,
F. Baschirotto,25,2025,75,77,6000000.0,15000.0,60,52,69,63,44,49,56,48,57,54,71,78,70,68,52,53,70,76,92,56,85,73,57,63,52,70,80,75,71,,,,,
T. Ebuehi,26,2025,75,76,6000000.0,11000.0,72,48,62,70,38,74,55,33,55,69,83,90,77,74,62,68,89,78,69,40,71,68,64,41,47,63,72,68,70,8,16,16,11,14
F. Daniliuc,21,2026,74,80,6000000.0,15000.0,51,39,77,72,34,59,51,30,68,66,47,62,46,71,47,56,61,67,79,38,73,74,49,58,31,72,74,75,72,,,,,
Marlon,26,"Jun 30, 2023",75,77,6000000.0,900,43,40,72,69,33,64,57,46,69,69,67,72,63,72,63,58,61,69,82,36,72,77,36,51,58,72,75,80,77,,,,,
Aitor Ruibal,26,2025,75,75,6000000.0,22000.0,76,73,62,71,57,76,51,54,65,78,83,85,74,67,69,77,34,63,68,73,71,63,72,64,61,66,60,64,63,9,14,7,15,8
Mingueza,23,2026,73,80,6000000.0,14000.0,64,22,71,75,36,59,42,39,67,69,71,77,69,70,62,61,75,77,73,35,72,73,57,55,32,66,71,72,69,,,,,
Calero,26,2026,75,76,6000000.0,17000.0,59,37,74,74,44,65,60,38,72,70,65,63,72,74,67,58,85,65,75,34,74,75,50,66,40,71,75,76,75,11,13,7,14,7
Aihen Muñoz,24,2024,74,79,6000000.0,20000.0,72,51,65,71,45,78,66,41,75,68,77,76,68,75,70,55,69,77,63,60,78,72,70,66,36,74,73,72,71,10,9,10,15,15
E. Cömert,24,2026,74,79,6000000.0,22000.0,49,30,73,74,41,41,48,59,67,71,72,76,69,73,67,76,85,76,80,67,72,76,33,59,55,63,73,73,72,6,8,5,7,6
T. Nianzou,20,2027,73,83,6000000.0,13000.0,37,32,78,68,37,63,40,30,66,65,55,67,55,67,58,57,81,69,79,25,75,71,36,53,42,65,71,73,69,6,14,9,8,7
A. Mandi,30,2025,76,76,6000000.0,27000.0,69,41,78,76,49,64,67,49,75,71,65,60,68,75,64,52,78,61,77,49,76,75,65,68,35,74,75,79,78,15,16,9,10,14
Álex Centelles,22,2026,73,80,6000000.0,16000.0,70,49,64,67,51,70,70,45,69,74,76,79,66,74,55,64,61,86,72,45,71,68,59,62,48,72,66,71,67,14,9,12,10,8
Valery,22,2026,73,80,6000000.0,18000.0,69,66,45,68,55,74,65,50,63,73,87,86,80,68,75,65,55,78,65,55,63,68,67,65,55,67,67,70,67,,,,,
Toti Gomes,23,2027,73,80,5500000.0,42000.0,62,42,64,67,42,60,48,48,65,64,73,79,66,74,61,55,69,64,82,49,72,74,58,63,45,68,73,75,74,11,6,12,5,10
B. Decordova-Reid,29,2024,75,75,5500000.0,51000.0,69,71,66,74,75,74,65,64,65,74,79,76,87,77,86,69,79,83,60,71,54,59,77,70,70,70,59,59,55,8,12,13,8,10
L. Kelly,23,2024,73,80,5500000.0,28000.0,64,34,71,67,35,67,44,42,65,71,68,75,62,70,63,50,71,68,78,41,73,72,58,59,45,69,73,76,74,7,8,8,11,12
F. Maouassa,23,"Jun 30, 2023",74,77,5500000.0,17000.0,74,59,61,71,53,74,75,67,70,74,82,75,77,70,84,77,75,73,75,71,72,65,67,69,42,72,70,72,73,14,8,5,6,9
F. Sacko,27,"Jun 30, 2023",75,75,5500000.0,10000.0,68,43,63,68,45,70,59,34,58,71,91,93,82,69,74,53,82,92,65,38,65,70,59,56,41,76,69,69,69,9,8,12,10,15
G. Nyamsi,25,2025,74,78,5500000.0,19000.0,32,24,73,67,27,52,40,29,53,64,48,47,48,72,36,61,72,69,89,23,75,73,31,51,43,66,74,76,73,,,,,
J. Laporte,28,2025,75,76,5500000.0,18000.0,27,22,78,67,33,40,28,25,56,64,45,45,41,67,53,41,86,81,86,27,73,73,29,29,39,55,78,76,73,,,,,
E. Martel,20,2026,72,84,5500000.0,13000.0,52,42,67,71,35,66,46,43,63,69,65,67,67,69,69,53,73,80,72,55,75,73,50,52,38,65,71,74,73,,,,,
M. Friedl,24,2026,74,78,5500000.0,17000.0,63,37,66,65,47,64,45,42,67,71,67,77,65,73,62,48,68,70,77,44,78,76,56,50,45,65,75,77,76,11,15,6,6,7
A. Pieper,24,2026,74,78,5500000.0,17000.0,37,27,75,68,26,46,30,35,58,59,60,69,48,75,49,50,64,76,77,23,66,76,31,48,52,72,77,79,75,,,,,
M. Kempf,27,2026,75,76,5500000.0,25000.0,43,31,76,64,30,59,36,39,70,64,72,75,64,68,64,64,91,66,80,46,81,77,33,52,52,64,75,76,74,14,14,11,7,11
M. Bauer,22,2027,73,80,5500000.0,17000.0,31,22,71,65,31,46,32,24,57,57,53,55,50,73,58,39,77,64,79,21,69,72,22,38,37,53,76,77,70,,,,,
D. Rugani,27,2024,75,76,5500000.0,68000.0,40,33,79,69,35,58,45,25,65,65,53,55,55,72,55,61,79,55,77,39,71,78,28,50,36,72,78,78,74,5,10,5,5,5
A. Gravillon,24,"Jun 30, 2023",74,78,5500000.0,16000.0,41,36,77,62,42,50,36,36,51,62,66,77,54,68,46,59,77,61,86,44,74,72,24,36,42,65,72,75,74,11,14,13,13,6
D. Zima,21,2025,73,80,5500000.0,21000.0,36,30,67,64,33,60,51,32,61,63,74,74,65,73,58,61,64,75,79,35,70,77,27,55,44,73,79,74,74,,,,,
M. Pongračić,24,"Jun 30, 2023",74,78,5500000.0,28000.0,27,21,76,67,25,63,31,25,63,64,62,69,63,70,53,40,77,55,85,22,77,72,28,54,30,65,70,77,76,6,6,14,8,5
Vallejo,25,2024,74,78,5500000.0,84000.0,41,44,72,70,36,57,29,31,71,69,64,69,67,77,66,49,75,41,72,31,79,78,34,49,45,75,78,74,71,10,13,15,13,6
Omar Mascarell,29,2025,75,75,5500000.0,20000.0,53,58,59,78,56,73,61,65,79,76,62,52,74,75,72,72,73,76,70,68,69,74,72,73,63,68,70,77,69,6,7,9,10,11
Pol Lirola,24,"Jun 30, 2023",74,77,5500000.0,24000.0,76,60,63,73,58,69,69,61,66,73,75,71,68,72,71,65,64,75,66,66,70,67,63,65,57,68,70,72,71,,,,,
Nacho Vidal,27,2025,75,75,5500000.0,23000.0,78,60,71,75,39,69,73,32,65,71,74,78,70,73,66,59,63,64,64,49,69,72,61,59,41,68,64,79,74,,,,,
Jesús Navas,36,2024,81,81,5500000.0,23000.0,87,63,73,81,75,80,82,50,76,82,84,82,81,78,82,74,63,78,37,70,75,78,77,80,56,79,77,77,76,10,10,15,7,13
Raúl Albiol,36,2024,82,82,5500000.0,30000.0,38,27,77,74,31,59,53,45,72,71,43,33,44,83,50,65,76,35,80,53,83,86,30,64,37,75,87,86,85,8,6,5,9,8
Fali,28,2024,75,76,5500000.0,26000.0,63,40,77,70,33,54,58,67,68,67,45,54,43,66,68,72,71,81,90,70,90,65,42,74,47,63,75,78,74,8,6,6,15,6
C. Kouyaté,32,2024,76,76,5000000.0,50000.0,53,63,72,72,50,68,39,47,66,71,53,65,60,76,54,74,80,79,85,63,85,74,65,68,52,72,77,79,73,15,8,9,12,9
D. Amartey,27,2023,75,75,5000000.0,58000.0,68,46,70,72,68,68,44,36,63,70,62,63,64,72,64,70,74,60,79,59,77,75,47,58,51,69,76,77,75,13,13,13,8,15
M. Viña,24,"Jun 30, 2023",74,76,5000000.0,36000.0,73,65,56,74,55,74,68,63,67,74,79,77,79,69,77,64,77,79,65,60,55,67,66,60,47,68,68,71,71,6,10,15,9,11
I. Kaboré,21,"Jun 30, 2023",72,83,5000000.0,43000.0,65,36,59,67,22,69,52,29,60,70,87,89,79,76,72,42,83,74,73,44,76,62,63,61,24,70,64,67,72,10,8,9,14,13
Aurélio Buta,25,2026,74,75,5000000.0,23000.0,74,52,42,71,49,76,62,41,64,75,89,84,85,71,86,70,91,77,60,62,74,70,72,68,61,75,66,70,68,9,5,13,9,10
D. D'Ambrosio,33,2023,77,77,5000000.0,51000.0,73,48,79,71,57,71,63,62,67,69,68,68,67,78,72,66,83,66,78,58,78,77,66,58,60,73,77,80,77,9,10,15,13,15
Juan Jesus,31,2025,76,76,5000000.0,41000.0,60,20,76,56,17,58,44,36,56,56,67,69,65,75,58,62,84,63,74,35,81,78,35,34,37,73,78,79,77,12,11,7,8,14
S. Posch,25,"Jun 30, 2023",74,77,5000000.0,25000.0,57,23,80,71,28,34,35,24,63,54,76,79,46,69,59,42,77,67,78,25,70,77,36,36,38,70,78,81,77,,,,,
V. Gendrey,22,2024,72,81,5000000.0,10000.0,66,34,51,58,26,65,53,34,49,68,84,80,72,69,72,32,71,81,72,28,75,68,48,45,45,63,67,70,74,,,,,
E. Holm,22,2026,72,80,5000000.0,10000.0,70,57,61,66,52,69,57,40,54,70,82,88,57,70,59,69,78,88,87,60,75,59,67,56,58,58,61,67,68,7,12,11,5,9
M. Erlić,24,2026,74,77,5000000.0,21000.0,31,29,75,68,33,49,32,28,62,57,55,72,41,73,45,55,60,54,82,22,78,71,31,33,49,66,72,77,75,9,9,7,13,8
L. Cabrera,31,2026,76,76,5000000.0,17000.0,62,36,77,58,30,50,50,37,56,56,58,55,59,76,44,78,86,75,83,39,81,77,40,51,50,56,78,77,77,10,16,10,15,16
Yan Couto,20,"Jun 30, 2023",72,82,5000000.0,49000.0,74,55,51,71,45,76,67,43,65,75,83,82,84,65,83,64,74,77,48,53,66,65,62,57,55,58,62,66,65,,,,,
M. Haïdara,29,2025,75,75,4900000.0,28000.0,70,52,70,70,37,70,52,58,59,75,76,80,69,74,71,79,81,81,78,55,77,69,57,56,55,73,71,75,74,10,13,14,8,16
Alexsandro Ribeiro,22,2026,72,80,4900000.0,17000.0,34,20,75,64,32,50,44,34,53,57,55,69,45,64,32,62,76,65,81,23,70,72,12,44,44,64,70,75,71,,,,,
B. Locko,20,"Jun 30, 2023",72,81,4900000.0,11000.0,65,48,69,70,28,70,60,42,60,70,74,76,64,67,69,59,64,74,67,55,65,68,56,52,49,64,69,70,70,,,,,
S. Lainer,29,2024,75,75,4900000.0,24000.0,70,59,63,70,63,66,65,45,70,69,75,73,76,72,78,71,69,90,72,65,84,72,66,60,45,72,74,75,73,10,14,7,8,7
L. Kübler,29,2026,75,75,4900000.0,24000.0,70,44,61,70,50,64,46,27,54,66,71,85,66,74,68,56,71,73,80,43,73,74,47,49,58,64,74,76,77,,,,,
K. Sildillia,20,2024,72,83,4900000.0,13000.0,65,26,73,66,21,62,50,30,52,67,69,71,64,66,68,35,75,69,72,29,71,71,49,50,41,56,73,73,72,12,9,14,8,12
J. Roussillon,29,2023,75,75,4900000.0,27000.0,69,63,61,72,57,76,75,56,70,77,81,78,77,73,81,75,71,73,74,65,72,74,66,66,51,75,72,72,73,9,7,13,8,15
R. Khedira,28,2026,75,75,4900000.0,27000.0,42,34,75,69,29,57,38,41,64,68,54,62,54,73,57,58,80,83,79,51,84,79,43,59,46,67,77,77,74,9,13,11,12,8
J. Palomino,32,2023,76,76,4900000.0,38000.0,60,26,78,66,32,56,55,36,60,65,50,34,46,72,45,48,60,75,90,29,82,77,28,30,44,79,78,79,76,,,,,
Lekue,29,2025,75,75,4900000.0,23000.0,72,64,61,72,41,70,69,56,65,71,83,82,71,74,73,62,72,80,71,62,70,73,72,68,53,64,69,73,70,15,16,13,13,9
Kevin,29,2023,75,75,4900000.0,21000.0,77,55,73,75,41,65,58,45,61,75,65,67,37,72,76,54,66,67,64,50,69,71,61,57,46,57,68,78,79,11,15,9,15,14
D. Hadžikadunić,23,2023,72,81,4900000.0,14000.0,34,29,70,63,27,43,34,23,57,63,60,67,60,70,56,42,80,68,79,22,79,72,24,34,37,66,74,72,71,,,,,
Juan Cruz,29,2026,75,75,4900000.0,24000.0,63,34,66,76,30,60,59,31,64,71,76,72,68,75,54,57,69,78,70,39,71,73,35,45,48,56,74,75,73,,,,,
G. Álvarez,22,2023,72,81,4900000.0,15000.0,54,21,70,65,29,57,50,32,55,62,68,74,60,70,60,35,78,55,78,18,71,72,28,25,40,61,71,74,75,,,,,
J. Lascelles,28,2024,75,75,4800000.0,64000.0,46,34,76,61,33,45,37,16,55,60,40,41,53,71,51,51,82,51,84,27,82,76,23,40,19,60,74,75,75,10,15,7,10,15
M. Viti,20,2027,72,81,4800000.0,18000.0,35,26,74,67,33,45,42,29,57,60,68,75,60,67,53,56,70,68,73,32,66,71,31,39,40,63,73,75,73,13,11,13,6,11
P. Kadeřábek,30,2025,75,75,4800000.0,28000.0,77,34,74,73,57,69,57,52,68,73,76,72,66,76,67,64,80,80,76,41,74,69,70,71,54,73,70,69,72,10,11,14,13,7
C. Okoli,20,2026,72,82,4800000.0,20000.0,30,20,66,65,35,51,36,35,46,53,55,55,56,69,57,54,67,66,88,24,69,75,25,33,42,57,73,73,70,,,,,
Ander Capa,30,2024,75,75,4800000.0,22000.0,73,56,60,72,54,72,78,58,67,72,77,77,78,72,82,82,80,82,82,67,83,73,76,72,54,78,71,73,72,12,13,6,12,11
I. Balliu,30,2025,75,75,4800000.0,18000.0,73,50,60,70,24,70,63,58,68,73,79,84,78,69,76,45,72,85,64,59,73,71,67,64,69,71,70,73,67,12,9,9,9,13
Rodrigo Ely,28,2024,75,75,4800000.0,23000.0,34,22,74,66,15,50,20,18,54,59,44,51,46,71,31,52,74,34,90,36,75,73,22,22,35,62,75,77,75,13,10,9,9,11
Zaldúa,30,2025,75,75,4800000.0,25000.0,78,32,77,76,23,60,62,41,65,72,65,64,63,71,70,48,81,75,70,40,82,73,44,50,32,66,71,78,75,7,15,14,11,11
J. Worrall,25,2024,74,76,4700000.0,42000.0,39,20,76,68,30,35,27,29,68,54,52,52,43,68,46,34,76,65,82,22,72,73,27,30,35,63,76,75,76,11,11,5,9,14
R. Rodríguez,29,2024,75,75,4700000.0,36000.0,77,58,64,75,66,75,80,82,75,78,67,70,64,75,70,78,73,75,74,72,77,77,64,68,80,77,78,77,75,14,13,14,14,11
Unai García,29,2025,75,75,4700000.0,24000.0,56,39,78,75,27,45,31,47,70,70,61,62,59,60,62,58,89,80,75,35,72,74,41,53,42,67,76,78,77,12,13,9,8,9
M. Bakker,22,2025,73,79,4600000.0,28000.0,65,50,70,69,38,70,59,46,65,67,79,85,65,70,64,75,73,75,77,47,79,69,63,58,48,64,71,73,70,14,7,11,8,9
J. Kenny,25,2025,74,75,4600000.0,22000.0,69,30,61,67,51,68,61,49,67,71,72,70,68,70,73,74,74,75,63,62,78,80,64,55,55,65,68,76,76,6,13,16,13,15
S. Bell,30,2024,75,75,4600000.0,23000.0,43,31,85,64,32,47,33,40,66,50,33,45,34,76,34,64,75,55,87,30,72,75,32,47,31,76,81,78,67,7,16,8,13,14
T. Baumgartl,26,"Jun 30, 2023",74,76,4600000.0,14000.0,33,28,76,71,28,45,33,31,68,61,59,66,45,73,35,61,73,65,84,33,74,74,32,55,34,68,73,76,70,,,,,
J. Gouweleeuw,30,2024,75,75,4600000.0,23000.0,60,46,71,68,49,60,45,54,76,66,67,71,65,76,64,72,70,68,77,76,77,80,61,71,42,74,78,77,75,13,7,16,13,7
J. El Yamiq,30,2024,75,75,4600000.0,20000.0,38,40,75,66,30,60,36,32,72,61,84,87,69,74,56,67,90,75,84,52,74,77,60,37,41,68,74,75,71,15,12,10,10,8
Rúben Vinagre,23,"Jun 30, 2023",73,79,4500000.0,9000.0,75,52,54,71,47,78,68,59,64,75,85,85,84,70,78,64,52,67,58,48,63,64,70,71,58,70,65,66,64,11,8,8,9,6
J. Riedewald,25,2024,74,75,4500000.0,37000.0,70,51,69,77,45,66,71,72,75,76,54,64,66,70,63,69,67,50,74,62,73,75,53,73,42,70,73,75,71,,,,,
Y. Atal,26,2023,74,75,4500000.0,31000.0,71,70,58,74,68,79,71,54,64,76,87,88,79,71,78,69,69,62,64,60,78,73,74,72,59,75,70,69,71,11,12,8,9,7
B. Chardonnet,27,2025,74,76,4500000.0,19000.0,45,46,76,68,42,52,38,35,63,66,53,55,56,72,69,49,80,68,80,35,72,73,50,38,64,67,75,74,72,10,14,10,11,13
Mateu Morey,22,2024,72,79,4500000.0,22000.0,71,49,41,75,39,75,63,40,64,75,79,69,82,72,86,51,64,55,53,32,75,75,62,59,38,63,69,69,73,6,13,7,7,5
K. Akpoguma,27,2024,74,76,4500000.0,26000.0,65,45,73,68,35,73,40,27,62,73,75,81,54,76,51,70,66,65,79,38,69,74,45,46,48,60,75,76,71,14,13,10,12,7
V. Lazaro,26,"Jun 30, 2023",74,75,4500000.0,42000.0,75,68,49,75,68,74,77,69,72,73,79,74,80,75,77,69,56,69,66,70,65,71,75,72,67,76,68,67,69,8,13,11,8,8
P. Stojanović,26,2025,74,75,4500000.0,10000.0,77,41,60,73,49,72,66,54,73,73,79,77,66,65,71,68,68,81,64,51,83,66,65,62,54,60,67,76,73,7,8,11,11,7
K. Günter,27,"Jun 30, 2023",74,76,4500000.0,21000.0,48,41,70,70,38,58,45,41,68,63,67,66,65,72,70,63,75,53,75,45,75,79,39,62,50,66,78,75,75,13,10,10,9,10
Juan Iglesias,23,2026,72,79,4500000.0,15000.0,67,36,70,68,37,65,58,40,48,65,72,70,65,70,52,36,55,76,66,32,60,69,58,55,42,60,68,73,72,10,12,11,12,8
Álex Pozo,23,2027,72,79,4500000.0,14000.0,71,69,67,71,64,74,59,54,64,72,76,74,88,68,83,70,65,74,33,69,39,62,65,63,58,55,66,72,68,,,,,
J. Milner,36,2023,78,78,4400000.0,69000.0,82,62,65,80,76,76,81,75,78,79,54,53,62,83,72,82,62,77,70,70,86,78,71,77,89,80,77,79,78,12,9,10,8,6
L. Thomas,21,2024,73,78,4400000.0,35000.0,65,39,61,66,47,70,60,49,64,68,77,74,69,72,74,44,72,78,65,39,70,73,69,62,40,67,71,70,69,,,,,
L. Brassier,22,2024,72,79,4400000.0,13000.0,61,30,75,69,27,67,54,40,62,71,68,74,60,68,56,51,70,71,76,28,69,68,53,58,45,67,72,74,71,,,,,
S. Nsoki,23,2027,73,79,4400000.0,20000.0,59,34,75,68,31,68,49,31,65,67,69,74,61,65,65,47,70,75,80,36,75,71,55,63,37,66,70,76,73,8,12,13,9,10
R. Bellanova,22,"Jun 30, 2023",73,78,4400000.0,4000.0,72,32,56,66,35,71,55,33,49,69,83,90,59,67,57,26,62,77,71,27,68,68,60,61,41,66,65,72,69,8,8,9,8,6
Jorge Cuenca,22,2025,73,79,4400000.0,19000.0,45,27,76,71,31,34,29,26,67,68,58,61,62,74,67,59,75,62,65,41,73,74,21,58,44,61,71,76,74,10,12,5,14,12
Q. Merlin,20,2026,71,84,4300000.0,11000.0,78,49,50,72,67,78,74,71,65,76,75,72,71,61,80,69,62,74,50,66,55,61,71,64,55,66,63,72,67,11,11,12,10,9
Pacheco,21,2027,71,83,4300000.0,12000.0,25,18,75,76,21,31,23,24,61,71,53,55,46,65,59,32,77,63,73,16,64,69,33,40,36,58,70,73,72,,,,,
Toni Lato,24,2023,73,78,4300000.0,20000.0,79,55,65,72,59,70,75,38,75,71,76,75,72,70,80,64,47,63,56,53,67,67,68,64,39,64,68,70,71,7,10,13,9,9
Akieme,24,2026,73,78,4300000.0,16000.0,69,40,65,70,21,67,45,36,48,75,78,79,73,65,82,55,83,76,65,44,71,69,58,45,40,54,68,71,72,8,11,14,15,13
L. Colwill,19,"Jun 30, 2023",71,84,4200000.0,25000.0,51,26,65,68,33,63,49,34,65,68,68,71,55,67,67,45,76,67,80,38,69,70,43,57,39,68,71,75,71,15,14,8,10,14
J. Cabot,28,2026,74,74,4200000.0,28000.0,70,70,39,70,54,76,60,51,61,74,85,89,87,70,92,65,69,77,51,66,47,54,68,59,53,68,53,54,50,14,12,8,14,14
S. Diomandé,21,2025,73,78,4200000.0,28000.0,49,39,75,71,34,52,52,53,61,63,61,74,57,70,57,68,91,68,78,47,76,71,39,59,45,73,72,74,71,,,,,
J. Castelletto,27,2026,74,75,4200000.0,20000.0,47,18,78,63,32,57,49,23,57,67,69,67,63,68,46,50,87,71,75,26,76,74,56,36,36,59,73,74,73,,,,,
J. Chabot,24,2026,73,78,4200000.0,17000.0,33,21,75,55,36,47,31,30,48,52,33,44,34,69,33,40,73,54,90,23,81,75,23,35,38,64,73,74,69,9,13,7,8,7
N. Stark,27,2026,74,75,4200000.0,20000.0,50,45,78,72,48,65,41,35,65,67,72,72,65,73,62,63,67,73,78,52,74,74,50,68,39,69,74,74,75,7,15,10,15,13
M. Leitsch,24,2026,73,78,4200000.0,17000.0,59,29,71,69,30,57,44,35,61,54,84,81,61,74,61,56,68,69,74,35,67,76,44,40,39,69,75,77,76,12,14,14,7,12
A. Zedadka,27,"Jun 30, 2023",74,74,4099999.9999999995,24000.0,73,56,47,69,51,72,63,47,61,72,82,79,76,72,76,59,45,83,59,47,62,69,65,58,57,68,66,73,71,11,12,11,11,7
J. Duverne,24,2023,73,77,4099999.9999999995,15000.0,58,31,77,73,32,70,54,28,63,71,60,65,66,69,65,55,78,75,75,36,68,73,55,54,33,69,75,75,72,,,,,
T. Foket,27,2025,74,74,4099999.9999999995,19000.0,69,50,63,69,61,70,70,57,69,72,75,69,71,72,71,67,77,76,70,62,72,72,68,65,49,69,73,72,72,,,,,
B. Schmitz,27,2024,74,74,4099999.9999999995,22000.0,73,35,65,73,42,68,71,58,68,72,68,59,66,75,65,71,68,74,73,64,72,75,67,72,32,74,77,76,71,10,14,12,13,13
C. Lenz,27,2024,74,74,4099999.9999999995,22000.0,71,35,59,73,31,67,70,65,66,71,68,73,69,69,72,55,69,70,70,45,65,73,49,55,45,71,74,75,71,13,11,11,10,9
K. Amian,24,2026,73,77,4099999.9999999995,12000.0,65,43,66,67,46,65,69,39,60,68,77,79,71,69,76,72,79,82,79,35,72,71,64,55,42,69,71,71,71,7,8,14,14,11
R. Pierre-Gabriel,24,"Jun 30, 2023",73,77,4099999.9999999995,17000.0,68,41,64,67,43,69,60,35,59,69,69,76,68,69,71,57,89,73,72,53,67,70,58,56,56,65,72,74,72,,,,,
Luis Pérez,27,2025,74,74,4099999.9999999995,18000.0,66,45,55,68,29,67,58,45,53,61,88,88,83,66,77,51,86,89,74,45,64,73,75,63,44,65,67,71,70,9,10,6,7,13
S. McKenna,25,2024,73,78,4000000.0,38000.0,41,22,74,58,26,45,28,31,57,58,53,54,42,68,61,59,82,65,88,32,85,70,16,31,36,60,73,72,68,11,7,11,6,9
Lyanco,25,2025,73,78,4000000.0,34000.0,35,33,70,69,34,57,33,27,59,62,54,66,56,67,43,51,70,56,79,27,87,71,31,46,47,62,70,77,73,9,7,13,10,8
Jubal,28,2023,74,75,4000000.0,17000.0,29,33,74,66,30,51,36,27,43,61,45,55,54,71,53,45,90,58,82,25,77,73,30,32,46,57,74,73,72,12,12,11,9,8
B. Mendy,22,2024,71,79,4000000.0,12000.0,56,44,72,73,43,62,58,42,68,69,55,64,32,62,50,70,69,69,88,48,69,67,50,59,39,60,70,75,70,8,12,6,6,13
A. Gallo,22,2026,71,79,4000000.0,9000.0,72,44,46,68,47,66,72,59,58,70,79,82,72,73,66,59,64,78,67,50,56,72,67,65,48,61,64,60,66,5,12,8,8,11
L. Cacace,21,2025,71,81,4000000.0,5000.0,64,61,58,68,51,69,65,62,63,70,79,79,65,66,76,67,77,84,77,62,69,70,71,65,61,72,66,68,65,12,11,10,9,12
A. Zanoli,21,"Jun 30, 2023",71,82,4000000.0,18000.0,69,38,60,67,37,70,60,38,56,71,74,71,69,70,53,45,66,68,74,33,63,69,62,55,47,63,67,70,67,,,,,
A. Terzić,22,2024,71,80,4000000.0,23000.0,73,44,59,67,31,70,51,43,49,75,75,73,70,65,61,45,60,69,55,45,70,61,64,42,49,60,68,72,70,13,6,6,11,6
C. Chambers,27,2025,74,74,3900000.0,53000.0,70,54,70,75,47,66,60,49,72,74,63,66,60,74,66,60,74,54,77,58,77,74,57,65,54,67,75,76,74,,,,,
H. Souttar,23,2028,73,77,3900000.0,42000.0,24,25,75,69,23,56,26,31,66,65,37,44,57,71,30,33,70,66,88,26,66,74,26,50,40,65,74,73,74,12,12,12,15,13
H. Smolčić,21,2027,71,80,3900000.0,11000.0,35,24,70,62,30,55,32,35,44,56,66,69,68,67,65,41,80,66,77,22,69,69,25,35,34,63,72,74,71,,,,,
B. Soppy,20,2026,71,82,3900000.0,17000.0,69,41,65,68,48,68,58,32,63,68,80,79,74,65,72,64,75,73,76,51,68,64,65,60,49,60,63,68,68,7,12,12,10,11
E. Ebosse,23,2027,71,79,3900000.0,9000.0,66,28,68,62,27,65,51,31,53,70,69,69,52,63,61,45,75,69,76,38,67,72,51,45,41,52,71,75,73,,,,,
M. Lovato,22,2027,71,80,3900000.0,13000.0,40,24,64,65,32,59,38,29,54,62,67,72,56,73,49,40,73,62,78,30,67,71,30,48,45,64,75,73,71,,,,,
J. Vásquez,23,"Jun 30, 2023",71,80,3900000.0,3000.0,62,30,72,63,28,50,40,40,60,58,63,66,51,69,64,38,68,77,72,25,76,74,40,47,45,69,71,74,73,9,12,7,12,10
C. Özkacar,21,"Jun 30, 2023",71,79,3900000.0,22000.0,42,26,74,68,31,60,33,33,67,68,62,62,62,66,55,64,69,69,83,26,70,70,44,59,45,61,69,71,70,,,,,
Jesús Vázquez,19,2025,71,82,3900000.0,10000.0,70,41,64,72,59,64,65,31,70,69,68,70,65,68,63,66,58,65,63,54,60,65,59,58,42,60,66,72,71,,,,,
D. Suárez,34,2023,77,77,3900000.0,26000.0,78,64,70,73,59,72,74,75,72,74,70,69,70,75,74,83,79,76,69,73,89,76,63,62,67,74,75,79,79,16,9,9,15,7
Chumi,23,2025,71,79,3900000.0,13000.0,38,30,68,69,33,51,34,36,50,65,49,54,39,68,57,47,82,57,73,36,72,69,34,41,50,62,71,74,72,,,,,
R. Lewis,17,2024,70,87,3800000.0,2000.0,64,44,49,73,30,70,54,42,60,71,73,77,73,66,75,46,60,69,49,37,58,65,55,59,50,67,58,72,70,,,,,
José Fonte,38,2023,80,80,3800000.0,26000.0,47,42,84,74,36,61,51,32,69,68,31,31,37,83,48,60,72,76,82,43,83,81,48,63,43,79,82,82,77,7,11,16,10,6
C. Dagba,23,"Jun 30, 2023",73,76,3800000.0,39000.0,71,51,54,74,39,72,63,43,68,74,78,76,80,69,85,68,65,66,52,61,68,71,69,65,45,70,71,70,71,,,,,
