name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
G. Maggiore,24,2026,76,80,10500000.0,23000.0,58,58,57,78,47,75,59,42,77,75,73,74,67,79,67,71,64,81,68,61,73,76,79,76,53,76,68,76,75,,,,,
R. Mandragora,25,2026,76,80,10500000.0,44000.0,70,65,65,80,60,76,66,64,76,77,55,55,67,74,73,70,70,82,75,71,67,75,64,76,55,70,77,75,72,13,14,9,14,16
Vesga,29,2024,77,77,10500000.0,28000.0,63,61,70,80,55,66,60,53,80,72,40,55,46,82,38,78,62,83,86,72,66,80,72,80,78,68,77,80,72,12,11,16,6,13
Denis Suárez,28,"Jun 30, 2023",77,77,10500000.0,25000.0,75,71,49,82,68,81,82,70,80,81,68,62,79,77,76,74,57,58,54,73,47,70,76,82,63,75,69,65,49,10,14,10,7,7
Álvaro García,29,2026,77,77,10500000.0,23000.0,72,73,57,75,49,75,67,50,71,73,92,91,89,75,93,68,92,73,33,63,34,24,74,70,55,71,35,45,32,11,8,10,10,14
Y. Herrera,24,"Jun 30, 2023",76,80,10500000.0,80000.0,60,73,74,78,55,76,64,50,77,77,64,61,65,75,69,80,76,76,77,70,78,76,75,75,60,65,76,77,76,6,7,9,14,8
W. Gnonto,18,2027,74,86,10000000.0,12000.0,58,70,62,70,58,81,52,46,64,78,88,85,86,67,85,74,64,68,67,67,59,25,72,61,63,74,37,21,19,11,9,10,10,13
Fábio Carvalho,19,2028,74,86,10000000.0,41000.0,60,73,43,73,61,76,65,53,66,78,80,77,82,71,86,66,59,67,48,65,42,39,75,71,49,73,49,49,32,14,5,8,10,10
R. Cherki,18,2023,74,87,10000000.0,16000.0,70,64,28,73,57,86,77,73,68,79,74,68,82,69,83,76,31,56,67,68,57,22,69,72,61,77,19,23,15,7,14,6,8,8
S. Mavididi,24,2024,76,79,10000000.0,20000.0,71,76,70,72,69,78,62,56,67,76,88,87,74,72,71,78,73,72,74,74,48,24,75,69,59,72,30,18,20,6,10,6,8,16
M. Wolf,27,2024,77,77,10000000.0,38000.0,80,73,64,74,64,77,69,70,64,75,78,85,68,78,66,75,61,83,76,70,78,72,76,72,52,80,72,73,72,12,15,7,16,8
C. Kramer,31,2025,78,78,10000000.0,28000.0,61,52,65,78,58,74,54,58,75,77,52,34,54,79,54,54,51,82,72,46,72,81,72,73,47,79,81,77,72,8,13,9,6,8
D. Ljubičić,24,2025,76,79,10000000.0,23000.0,69,73,66,75,55,75,64,47,72,77,67,81,71,76,64,73,74,91,72,69,79,73,69,74,52,73,71,74,71,11,14,12,5,8
S. Serdar,25,2026,76,79,10000000.0,28000.0,62,70,70,74,65,80,78,52,73,80,69,66,72,77,74,75,81,81,75,74,82,76,70,75,53,75,72,74,73,15,8,5,13,10
A. Caci,25,2026,76,81,10000000.0,23000.0,79,53,73,74,47,69,72,48,75,74,67,69,68,75,63,59,74,76,73,42,68,75,65,63,52,68,75,76,74,11,9,12,7,8
A. Florenzi,31,2025,78,78,10000000.0,54000.0,76,71,70,81,84,75,71,71,76,83,79,74,86,77,82,82,72,71,50,81,66,77,69,80,73,79,76,74,70,9,8,10,11,10
K. Bare,24,2024,76,80,10000000.0,15000.0,56,54,55,74,42,72,64,42,72,73,76,75,81,76,82,75,58,86,76,51,80,76,66,69,64,74,76,76,74,13,12,11,11,13
Puado,24,2025,76,79,10000000.0,17000.0,67,75,76,75,63,76,63,55,60,77,84,83,80,76,76,75,81,83,75,72,66,41,76,68,74,73,45,46,39,8,9,11,8,13
I. Gueye,32,2024,78,78,9500000.0,39000.0,60,60,69,76,36,71,60,66,71,74,68,58,78,77,76,82,83,81,60,70,81,86,60,62,55,75,78,84,80,8,6,8,12,13
Marc Roca,25,2026,76,80,9500000.0,33000.0,63,59,42,82,44,73,66,52,85,76,55,59,67,72,65,66,57,69,67,68,69,73,60,80,68,79,74,68,69,12,11,11,10,8
R. Koch,25,2024,76,80,9500000.0,33000.0,40,27,76,74,29,60,31,28,71,70,53,69,62,75,55,56,66,68,76,42,73,78,52,64,38,74,78,78,76,9,6,15,8,6
A. Gordon,21,2028,74,83,9500000.0,51000.0,75,67,49,73,48,77,76,75,66,76,87,90,75,68,68,74,58,76,56,71,62,31,67,68,65,65,34,40,33,5,6,14,7,8
K. Sulemana,20,2027,74,84,9500000.0,32000.0,64,72,42,70,62,80,70,50,58,79,92,93,89,62,88,70,75,66,60,65,52,26,68,68,56,75,30,25,25,6,13,7,12,14
B. Soumaré,23,2026,76,79,9500000.0,52000.0,65,51,63,78,53,75,65,53,77,78,66,69,62,76,69,64,76,72,83,58,76,73,68,77,52,77,71,73,69,,,,,
M. Lemina,28,2025,77,77,9500000.0,68000.0,71,59,68,79,66,76,77,66,78,77,69,70,69,75,71,80,53,77,76,73,76,77,69,72,68,78,74,77,71,12,9,15,8,16
C. Nørgaard,28,2025,77,77,9500000.0,45000.0,64,61,69,74,51,66,64,64,73,74,63,57,65,75,67,63,68,81,77,57,80,79,64,65,60,74,76,78,73,11,9,13,14,11
David Costa,21,2024,74,82,9500000.0,22000.0,65,69,34,71,55,82,69,60,62,79,76,72,85,71,84,66,40,51,40,74,46,32,68,67,48,76,36,30,35,6,8,9,10,10
Jeffinho,22,2027,74,83,9500000.0,44000.0,62,61,35,72,53,84,63,44,62,77,86,89,88,72,64,56,49,72,39,38,35,38,72,69,55,60,32,36,30,11,10,14,14,9
J. Hector,32,2023,78,78,9500000.0,28000.0,78,55,68,79,51,74,65,65,76,77,65,61,68,81,68,69,80,78,74,61,74,78,63,74,65,83,80,78,77,9,10,10,12,14
D. Kohr,28,2026,77,77,9500000.0,27000.0,42,58,74,74,45,69,51,48,66,74,77,89,67,77,69,77,78,82,77,71,90,78,52,67,47,76,79,81,75,6,11,9,10,7
J. Kamiński,20,2027,74,84,9500000.0,29000.0,65,71,68,68,46,80,68,48,59,77,87,85,86,60,67,64,57,74,55,67,44,47,69,71,52,60,43,45,42,5,10,13,8,14
Y. Sabaly,29,2026,77,77,9500000.0,23000.0,76,47,55,74,40,74,60,38,64,72,77,79,73,73,82,68,70,76,70,59,69,75,72,45,43,70,75,77,75,9,11,8,15,11
Barrenetxea,20,2027,74,83,9500000.0,19000.0,70,74,58,68,66,81,64,43,53,78,81,76,85,73,84,75,80,59,44,62,35,17,72,70,59,74,33,12,14,13,11,11,5,13
Alberto Moreno,29,2024,77,77,9500000.0,30000.0,78,65,61,77,50,76,73,55,69,78,78,81,80,75,83,80,81,75,59,75,81,69,77,69,54,68,67,76,76,10,14,9,10,11
J. Mojica,29,2026,77,77,9500000.0,30000.0,77,62,56,77,43,72,74,64,70,75,86,90,71,69,58,80,75,66,70,61,73,74,69,65,60,70,70,77,75,13,8,14,9,15
J. Harrison,25,2024,76,77,9000000.0,36000.0,76,69,45,73,62,80,70,56,54,77,82,78,81,74,81,78,63,84,64,68,65,44,74,75,64,73,60,43,44,11,8,10,6,11
M. Cornet,25,2027,76,77,9000000.0,55000.0,73,74,69,73,72,78,71,69,62,76,83,86,79,69,78,80,77,79,70,77,72,66,79,70,64,67,64,70,66,16,13,8,12,9
P. Billing,26,2024,76,78,9000000.0,44000.0,62,74,75,77,72,75,74,71,75,77,53,63,54,77,49,85,61,81,82,77,76,74,75,72,58,75,70,74,71,11,7,10,14,13
A. Fulgini,25,"Jun 30, 2023",76,77,9000000.0,28000.0,75,73,67,77,52,81,74,69,73,81,71,74,74,75,64,70,70,81,71,68,69,67,76,78,56,75,66,73,69,12,6,11,15,14
B. Barcola,19,2026,74,84,9000000.0,30000.0,66,73,60,69,64,80,62,52,58,75,81,88,75,72,68,69,52,68,60,66,60,20,72,73,58,73,23,35,28,8,8,15,6,6
K. Diatta,23,2025,75,81,9000000.0,36000.0,66,68,62,68,68,79,62,58,64,75,90,91,89,70,76,73,90,83,61,72,57,48,69,69,59,70,55,32,50,10,8,11,11,12
J. Ferri,30,2026,77,77,9000000.0,23000.0,68,60,53,81,56,72,71,55,78,76,59,55,69,77,83,77,64,78,69,69,86,75,70,79,54,75,71,72,67,7,11,11,15,15
S. Spierings,26,2023,76,79,9000000.0,18000.0,48,64,45,77,50,69,70,68,76,72,59,59,68,71,66,72,62,76,77,70,71,77,54,67,74,72,77,77,72,15,15,6,14,14
L. Stindl,33,2023,78,78,9000000.0,31000.0,74,76,65,81,85,77,77,75,78,80,55,60,70,80,79,78,72,71,73,78,74,60,84,81,75,80,59,62,55,7,10,13,11,12
R. Sallai,25,2025,76,77,9000000.0,26000.0,75,73,51,76,67,80,55,45,63,79,77,70,76,74,76,69,64,62,67,64,65,39,76,74,62,65,32,37,38,,,,,
Silas,23,2026,75,81,9000000.0,20000.0,66,80,65,70,65,84,59,33,48,77,85,88,84,70,73,70,60,55,72,49,59,54,80,59,83,69,53,50,39,8,13,13,9,11
A. Stach,23,2024,75,81,9000000.0,22000.0,70,58,76,76,54,72,71,64,73,75,69,71,60,76,44,84,66,79,81,78,73,85,74,76,51,68,66,77,66,7,14,8,7,11
Iago,25,2024,76,79,9000000.0,23000.0,74,58,67,73,39,73,68,35,69,73,77,84,76,71,74,65,65,75,69,56,72,73,67,67,46,74,71,73,76,,,,,
K. Asllani,20,"Jun 30, 2023",74,84,9000000.0,8000.0,63,57,61,78,48,73,65,65,74,78,65,66,64,69,74,72,59,78,51,66,66,70,59,77,54,71,66,74,68,9,8,12,6,6
R. Marin,26,"Jun 30, 2023",76,77,9000000.0,6000.0,76,68,62,78,74,74,78,75,77,77,72,72,74,76,74,82,71,82,68,79,73,73,69,74,76,75,72,67,67,11,14,6,8,8
Edu Expósito,25,2027,76,77,9000000.0,18000.0,65,74,53,78,62,78,75,63,77,77,66,65,75,76,74,77,55,76,65,79,75,74,74,78,70,75,73,74,73,9,15,8,6,8
Hugo Duro,22,2026,75,81,9000000.0,29000.0,64,76,77,72,74,72,52,51,60,75,73,75,69,73,69,76,74,73,72,72,47,45,75,68,64,68,45,35,35,8,14,6,14,15
Manu Sánchez,21,"Jun 30, 2023",74,82,9000000.0,25000.0,67,42,62,71,36,67,52,34,54,71,77,71,70,66,74,50,62,75,51,41,65,74,56,57,38,62,66,78,75,,,,,
Álex Baena,20,2028,74,82,9000000.0,19000.0,69,75,58,76,68,72,67,78,71,77,77,76,78,74,68,75,45,71,59,74,70,68,76,76,63,68,68,66,63,6,11,8,12,11
David López,32,2023,78,78,9000000.0,26000.0,55,50,79,81,55,63,50,45,76,75,51,49,41,76,53,73,78,60,81,60,79,78,60,72,50,70,79,78,77,9,12,7,11,15
J. Chotard,20,2024,74,82,8500000.0,14000.0,68,52,58,77,40,75,66,57,74,74,67,68,76,73,70,61,69,77,61,53,75,75,62,73,55,69,72,73,66,11,6,7,14,10
J. Bellegarde,24,2024,75,80,8500000.0,21000.0,64,59,61,77,53,75,57,68,76,76,77,79,82,75,85,69,69,79,68,63,69,70,73,74,55,74,70,74,69,,,,,
D. Payet,35,2024,80,80,8500000.0,35000.0,80,76,54,82,74,80,82,75,79,85,67,63,77,77,71,81,34,44,67,77,50,35,75,85,76,78,34,34,36,11,15,9,14,12
O. Marmoush,23,2023,75,80,8500000.0,37000.0,49,76,66,73,67,82,58,63,52,78,84,79,91,73,80,72,70,69,66,75,67,30,76,69,67,67,26,22,21,11,13,15,8,11
J. Dina Ebimbe,21,"Jun 30, 2023",75,80,8500000.0,44000.0,65,58,59,78,51,75,59,49,71,77,84,85,77,74,72,71,75,80,74,57,70,74,64,71,57,70,70,70,61,6,11,14,12,5
K. Jakić,25,2026,76,78,8500000.0,23000.0,53,52,69,73,60,65,41,45,75,76,76,55,64,72,75,79,65,86,81,70,86,73,57,66,49,70,71,76,72,,,,,
Éderson,22,2026,75,80,8500000.0,35000.0,64,62,62,78,59,78,65,49,75,79,72,68,69,72,70,74,59,78,69,68,76,69,71,75,57,76,70,73,70,14,10,12,13,13
Z. Çelik,25,2026,76,78,8500000.0,45000.0,72,57,65,72,55,69,72,44,67,73,75,78,68,72,66,63,67,84,77,62,74,74,70,68,46,74,73,74,74,,,,,
R. Soriano,31,2023,77,77,8500000.0,33000.0,77,72,67,79,73,80,78,56,77,80,67,69,79,73,77,77,63,82,67,75,71,68,73,82,62,75,67,66,65,15,10,9,14,13
A. Candreva,35,"Jun 30, 2023",80,80,8500000.0,20000.0,79,74,55,82,79,81,77,73,80,83,73,67,79,75,80,88,34,79,55,83,66,67,80,80,69,73,62,63,53,10,4,14,4,14
S. Żurkowski,24,"Jun 30, 2023",75,80,8500000.0,38000.0,70,73,65,77,62,75,68,58,70,76,76,85,78,76,80,78,71,90,76,74,75,73,77,72,52,78,70,69,69,10,6,11,13,6
A. Colpani,23,2026,74,81,8500000.0,34000.0,66,58,60,79,68,76,75,64,77,77,73,79,72,69,66,72,62,77,64,67,47,62,68,74,62,72,62,68,62,,,,,
A. Witsel,33,2023,79,79,8500000.0,51000.0,68,62,82,85,75,75,71,64,80,79,35,40,63,78,67,64,80,71,77,57,72,76,69,75,76,85,78,81,76,5,7,7,10,7
Illarramendi,32,2023,77,77,8500000.0,31000.0,68,68,51,78,58,76,76,68,77,78,52,34,68,79,70,69,62,66,65,76,73,80,75,81,53,78,78,76,75,15,7,11,14,12
Ander Guevara,24,2024,75,80,8500000.0,24000.0,60,69,54,81,44,68,61,59,79,74,53,47,68,78,69,52,64,76,66,68,68,73,66,75,51,77,72,81,70,,,,,
Morales,34,2024,79,79,8500000.0,40000.0,75,83,64,77,82,82,79,68,70,79,82,79,80,80,81,83,63,69,69,79,58,58,82,74,76,79,44,54,45,14,13,13,16,8
L. Suárez,24,"Jun 30, 2023",75,80,8500000.0,32000.0,66,79,66,66,71,73,68,60,57,68,84,85,75,76,75,81,61,80,76,71,76,44,79,66,69,63,26,48,28,6,8,13,11,6
B. Traoré,26,2024,76,76,8000000.0,66000.0,72,74,66,74,71,81,79,73,68,85,76,78,87,68,59,73,75,64,65,68,60,54,73,73,69,74,40,40,37,11,7,7,13,12
A. Iwobi,26,2024,76,76,8000000.0,37000.0,71,63,45,79,51,82,72,40,77,78,73,75,77,74,75,72,47,73,72,65,59,59,74,75,59,76,52,62,50,14,7,12,14,11
R. Yates,24,2025,75,80,8000000.0,41000.0,47,60,77,74,50,64,43,34,68,69,55,68,65,68,55,61,84,90,84,56,86,76,58,63,55,65,74,73,70,10,8,6,6,11
M. Jensen,26,2026,76,76,8000000.0,44000.0,77,64,50,78,50,73,72,68,79,74,69,67,77,76,77,63,67,80,70,68,73,75,70,79,69,79,73,69,62,5,13,10,8,12
J. Bamba,26,2023,76,76,8000000.0,30000.0,73,67,61,73,68,78,75,67,66,78,85,83,80,73,80,79,73,76,63,72,62,36,73,73,76,74,33,39,38,15,14,15,8,9
G. Gudmundsson,23,2026,74,81,8000000.0,21000.0,77,59,51,69,56,75,58,50,66,72,85,87,74,68,67,75,69,75,65,69,78,66,66,62,46,63,69,72,68,12,10,7,6,8
Gelson Martins,27,2024,76,76,8000000.0,44000.0,70,67,51,72,74,81,81,60,57,77,91,84,90,73,84,77,65,83,44,68,60,50,70,72,66,74,54,51,48,12,9,7,6,9
H. Boudaoui,22,2027,75,79,8000000.0,31000.0,68,68,73,75,51,76,77,58,73,77,76,76,78,77,77,65,71,84,69,62,75,71,72,72,54,72,72,76,75,7,6,7,13,8
Y. Ndayishimiye,23,2027,75,81,8000000.0,28000.0,56,46,75,73,49,71,57,59,66,75,70,75,68,73,63,60,79,78,83,41,66,74,56,59,57,70,76,75,73,,,,,
Xeka,27,2024,76,76,8000000.0,41000.0,58,55,67,80,48,77,75,68,80,79,48,45,59,75,55,81,79,77,74,71,81,71,66,78,56,75,72,71,67,7,5,11,5,6
M. Sanson,27,"Jun 30, 2023",76,76,8000000.0,66000.0,74,71,65,78,72,76,76,68,78,77,72,67,74,76,68,79,76,65,72,72,73,71,74,78,68,77,68,74,71,6,16,16,9,9
A. Matusiwa,24,2026,75,80,8000000.0,18000.0,46,38,58,70,42,66,54,41,69,69,61,51,74,73,78,60,85,82,76,54,84,78,55,59,50,69,74,76,72,6,9,13,11,12
A. Král,24,2024,75,80,8000000.0,18000.0,68,66,72,75,65,75,65,51,72,75,67,69,76,74,77,75,78,84,78,73,76,75,68,72,59,72,72,71,69,,,,,
G. Prömel,27,2026,76,76,8000000.0,32000.0,61,71,77,76,65,74,55,51,74,76,65,66,67,78,66,77,75,93,76,71,79,77,73,71,51,76,73,76,72,,,,,
D. Geiger,24,2027,75,80,8000000.0,24000.0,69,46,29,81,45,77,68,55,78,81,65,44,85,79,83,57,54,77,49,70,81,69,59,79,40,74,67,66,67,7,8,12,10,5
N. Moro,24,2025,74,81,8000000.0,21000.0,65,64,69,75,64,73,60,70,81,77,69,69,69,72,60,83,62,83,76,74,70,68,60,76,68,77,69,69,70,9,9,10,13,11
E. Ampadu,21,"Jun 30, 2023",74,81,8000000.0,47000.0,46,51,67,74,35,67,47,36,69,72,69,65,67,75,68,52,86,72,68,47,78,74,59,65,39,69,75,76,73,13,12,9,8,12
N. Bajrami,23,"Jun 30, 2023",75,79,8000000.0,10000.0,61,68,54,78,58,78,70,64,72,78,76,76,78,70,70,74,63,72,63,60,67,56,75,78,69,68,58,62,64,14,6,10,7,9
Samu Castillejo,27,2025,76,76,8000000.0,31000.0,73,65,43,74,58,80,75,69,69,80,82,78,90,71,82,72,60,65,49,69,51,52,73,73,59,70,48,43,30,13,16,15,8,14
Ó. Trejo,34,2024,79,79,8000000.0,25000.0,73,75,66,81,72,84,74,72,76,78,66,69,91,77,79,76,66,88,75,79,70,72,75,80,80,76,70,74,71,14,14,7,16,11
D. Praet,28,2024,76,76,7500000.0,69000.0,74,70,58,78,70,79,75,67,77,78,68,65,72,76,67,76,59,70,62,78,66,64,76,78,56,78,52,67,60,6,6,10,14,10
D. James,24,"Jun 30, 2023",75,78,7500000.0,31000.0,70,70,50,68,58,71,73,54,58,74,96,95,83,75,82,73,74,76,54,65,79,42,74,63,64,58,52,45,34,7,6,11,15,9
D. Undav,25,2026,75,78,7500000.0,56000.0,67,80,66,72,79,73,74,66,62,77,69,67,68,74,79,79,66,66,77,76,72,18,80,77,74,79,25,37,29,9,12,9,11,13
A. Thomasson,28,2026,76,76,7500000.0,34000.0,76,70,61,78,64,78,73,70,77,79,69,69,74,78,79,75,72,77,67,75,69,68,77,78,68,75,63,68,57,14,9,15,9,13
F. Tait,29,2024,76,76,7500000.0,43000.0,72,70,52,78,65,78,76,68,75,78,74,67,72,77,78,72,53,82,60,75,70,69,72,75,61,76,69,69,65,12,15,14,8,9
K. Toko Ekambi,29,"Jun 30, 2023",76,76,7500000.0,59000.0,70,79,72,72,75,77,75,63,64,76,81,85,76,75,68,79,71,75,73,73,48,21,78,74,74,78,23,14,18,10,12,12,8,14
M. Munetsi,26,2027,75,80,7500000.0,20000.0,55,65,68,76,49,70,57,48,73,75,62,65,55,73,50,77,63,84,80,73,69,75,72,69,41,72,72,75,70,13,10,7,8,11
C. Ejuke,24,2024,75,78,7500000.0,24000.0,67,69,44,67,59,83,67,64,60,73,94,88,89,70,90,73,55,76,64,72,54,33,70,69,62,64,40,55,41,14,7,6,7,11
M. Richter,24,2025,75,78,7500000.0,24000.0,68,74,68,71,70,80,60,54,65,77,85,66,81,75,79,77,54,69,65,79,41,37,73,69,56,72,34,56,51,12,13,7,5,10
A. Laïdouni,25,2023,75,80,7500000.0,24000.0,58,55,47,76,33,72,51,44,70,75,66,64,70,72,71,58,64,87,75,65,82,80,66,64,62,81,70,71,68,10,11,13,14,13
R. Oxford,23,2023,75,80,7500000.0,20000.0,34,23,75,67,36,59,44,36,58,63,66,69,62,77,53,49,84,65,81,37,72,76,34,55,48,67,76,79,72,10,11,7,9,14
F. Thauvin,29,2025,76,76,7500000.0,18000.0,74,73,68,73,75,79,84,69,69,79,79,73,84,72,72,82,76,78,69,80,56,50,75,75,78,80,46,40,38,8,11,14,10,9
Matheus Henrique,24,2026,75,78,7500000.0,25000.0,69,56,50,80,59,79,65,60,82,81,78,69,82,74,73,64,64,79,55,61,66,52,73,77,61,72,63,57,60,8,12,7,11,7
Raúl García,35,2023,79,79,7500000.0,26000.0,80,80,90,84,73,79,78,68,82,83,38,33,51,83,61,85,92,74,86,86,86,69,85,83,85,83,44,59,57,14,16,14,16,15
Carles Pérez,24,"Jun 30, 2023",75,78,7500000.0,43000.0,65,72,62,74,64,79,66,54,60,83,82,79,81,76,85,85,59,64,64,74,55,23,74,68,57,57,38,37,34,11,5,13,7,12
Pere Milla,29,2025,76,76,7500000.0,23000.0,69,80,70,77,62,79,63,58,60,78,78,73,77,76,66,77,47,75,63,73,45,32,77,66,72,65,40,30,28,10,10,14,14,14
Santi Comesaña,25,2023,75,80,7500000.0,17000.0,49,69,66,77,49,70,48,55,73,75,61,55,62,72,55,70,61,76,76,74,64,70,63,71,50,73,76,76,72,8,11,11,6,9
Léo Baptistão,29,2026,76,76,7500000.0,26000.0,67,73,73,76,75,76,70,59,63,78,76,79,79,81,75,76,81,78,71,71,51,28,80,75,65,72,36,24,19,,,,,
Álex Fernández,29,2025,76,76,7500000.0,30000.0,77,69,58,84,45,67,81,76,78,80,61,47,80,78,71,68,51,76,57,78,64,65,76,79,85,77,68,72,66,16,14,12,16,6
J. Lerma,27,2023,76,76,7000000.0,40000.0,66,56,65,75,56,70,66,65,70,74,68,71,67,71,76,79,87,81,77,73,88,77,59,64,58,73,73,73,75,16,14,11,7,9
P. Rosario,25,2025,75,79,7000000.0,31000.0,59,59,69,73,57,72,59,54,69,76,61,67,68,73,65,76,75,79,81,65,73,76,64,72,58,75,74,74,71,12,12,7,9,5
B. Santamaria,27,2025,76,76,7000000.0,37000.0,61,61,61,79,57,74,61,59,77,77,50,48,67,76,66,76,71,80,70,67,71,72,69,75,53,71,74,76,74,7,7,13,7,8
T. Krauß,21,"Jun 30, 2023",73,81,7000000.0,26000.0,51,61,64,75,62,72,50,47,69,74,74,74,69,72,68,73,74,83,67,71,87,70,70,72,55,65,69,75,71,7,11,5,12,8
H. Ito,23,2025,75,79,7000000.0,18000.0,66,48,68,72,45,66,45,45,78,71,81,74,66,78,64,72,74,72,76,64,68,75,53,61,47,72,78,78,75,13,10,10,10,10
M. Weiser,28,2024,76,76,7000000.0,23000.0,75,63,66,77,59,79,69,52,68,77,77,85,84,75,80,58,70,73,64,61,68,71,72,76,58,74,68,71,72,13,15,10,13,9
Aarón,25,2023,75,78,7000000.0,22000.0,78,36,63,75,40,75,82,85,67,77,69,51,76,73,75,69,61,78,65,60,59,74,65,65,46,70,72,74,72,11,14,10,12,12
T. Bašić,25,2026,75,77,7000000.0,38000.0,72,57,75,76,59,74,77,77,75,75,55,55,62,75,62,81,68,78,79,75,71,72,73,75,51,73,70,73,71,13,10,11,11,7
Marcos Antonio,22,2027,73,81,7000000.0,30000.0,64,65,43,74,53,76,66,47,77,76,85,83,90,74,72,65,53,71,44,70,30,64,75,74,47,75,67,54,52,13,11,14,11,14
Y. Adli,21,2026,73,82,7000000.0,31000.0,72,63,62,76,62,75,71,74,75,76,65,67,69,75,59,77,64,74,68,73,65,69,71,77,60,76,66,69,62,14,12,9,10,14
Nico Melamed,21,2024,73,82,7000000.0,11000.0,74,66,54,73,63,75,74,66,67,76,79,78,85,68,85,66,59,57,53,67,65,39,68,76,65,72,37,39,36,11,8,10,12,11
L. Augustinsson,28,"Jun 30, 2023",76,76,7000000.0,24000.0,77,55,59,76,56,71,75,70,75,74,71,55,74,73,72,74,69,75,63,65,67,76,65,73,62,74,75,78,77,,,,,
Terrats,21,"Jun 30, 2023",73,81,7000000.0,15000.0,50,65,61,77,40,67,50,47,75,73,60,60,65,72,60,63,62,74,71,60,68,69,69,73,45,59,70,76,70,,,,,
Portu,30,"Jun 30, 2023",76,76,7000000.0,29000.0,74,73,69,70,72,74,78,64,70,73,81,83,82,73,81,80,75,79,72,71,80,55,75,74,65,74,55,55,53,14,10,15,15,13
L. Ramazani,21,2025,73,81,7000000.0,15000.0,68,70,41,66,58,78,56,52,62,72,88,86,89,68,91,66,66,61,51,57,62,35,68,65,69,65,30,34,30,7,10,13,5,11
M. Elneny,29,2024,76,76,6500000.0,63000.0,64,57,61,77,39,68,69,56,76,75,54,55,65,74,62,78,69,78,68,69,73,75,63,69,62,75,74,74,72,,,,,
J. Kiwior,22,2028,73,82,6500000.0,42000.0,41,29,71,70,32,59,33,34,68,63,61,69,53,73,53,62,68,83,76,28,73,74,57,63,39,69,75,74,73,7,7,6,13,14
C. Summerville,20,2026,73,82,6500000.0,23000.0,66,72,41,68,54,78,60,61,47,72,91,88,88,69,82,69,35,69,52,66,47,18,70,64,64,71,44,38,26,9,9,15,11,10
Willian,33,2023,77,77,6500000.0,55000.0,75,75,31,78,59,82,83,82,71,79,77,69,82,75,78,82,32,60,56,78,45,55,77,79,79,83,43,55,50,14,12,13,7,13
H. Wilson,25,2026,75,76,6500000.0,46000.0,77,74,46,75,74,74,86,85,68,76,76,74,79,73,84,83,43,71,56,81,45,40,74,75,78,76,44,45,40,7,13,9,15,7
J. Schlupp,29,2023,76,76,6500000.0,46000.0,66,69,61,74,66,77,62,48,70,75,83,82,75,78,76,78,78,77,75,68,74,74,75,72,67,69,74,77,75,9,7,8,10,9
J. Moder,23,2025,74,80,6500000.0,43000.0,70,66,60,77,53,72,70,71,73,75,69,68,67,74,63,82,66,76,76,74,70,69,71,74,67,74,68,73,65,15,14,14,13,6
J. Onana,22,2027,74,80,6500000.0,23000.0,59,61,68,76,64,73,59,50,75,74,55,60,56,73,55,77,64,77,87,68,77,74,64,76,54,76,69,73,64,,,,,
André Gomes,28,"Jun 30, 2023",76,76,6500000.0,36000.0,65,62,69,80,69,75,81,67,79,80,52,51,60,74,60,79,59,74,77,66,77,71,72,78,55,84,71,72,65,,,,,
E. Zhegrova,23,2026,74,80,6500000.0,23000.0,65,66,36,75,55,79,68,49,64,78,86,76,84,70,79,73,71,69,61,68,45,20,71,70,51,68,32,21,18,7,11,6,12,7
Thiago Mendes,30,2023,76,76,6500000.0,48000.0,67,60,67,75,60,73,67,71,78,75,72,69,72,72,76,78,71,76,73,72,75,76,58,73,60,75,75,76,76,14,9,12,13,8
E. Matazo,20,2026,73,83,6500000.0,23000.0,59,56,56,76,34,76,64,43,73,74,74,66,77,69,81,68,69,69,82,60,68,69,66,74,45,74,64,72,71,,,,,
Pedro Chirivella,25,2026,75,78,6500000.0,21000.0,63,46,58,77,54,70,62,48,80,78,55,60,72,78,64,68,48,80,64,57,73,73,55,72,51,73,69,71,70,13,14,12,8,14
S. Prcić,28,2025,76,76,6500000.0,24000.0,67,54,60,78,57,76,69,69,76,78,54,55,70,75,65,68,54,79,71,65,68,73,62,73,63,70,74,74,68,,,,,
L. Abergel,29,2025,76,76,6500000.0,19000.0,67,42,53,76,37,70,54,47,70,77,74,64,74,73,83,69,78,88,68,51,77,75,58,67,42,64,70,77,75,7,14,15,8,7
J. Reine-Adélaïde,24,"Jun 30, 2023",74,79,6500000.0,40000.0,64,70,58,78,63,83,66,53,77,79,72,69,73,72,65,79,63,64,68,67,56,62,74,76,55,78,41,61,51,10,15,11,16,8
Mama Baldé,26,2025,75,76,6500000.0,20000.0,69,75,74,71,74,73,73,49,64,70,87,91,80,74,76,79,82,78,76,68,80,47,73,65,62,66,41,52,51,6,12,13,13,6
